,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,fact
29,2022-03-02 22:29:35,71.79675283626824,71.78680019855085,71.80814862953946,71.79675283626824,71.79675283626824,0.0,0.0,0.0,0.0,0.0,0.0,71.79675283626824,71.79793000000001
30,2022-03-02 22:29:36,71.7980755115922,71.78908433759683,71.80886424118785,71.7980755115922,71.7980755115922,0.0,0.0,0.0,0.0,0.0,0.0,71.7980755115922,71.79892
31,2022-03-02 22:29:37,71.79939818691618,71.78877698412872,71.80679288656236,71.79939818691618,71.79939818691618,0.0,0.0,0.0,0.0,0.0,0.0,71.79939818691618,71.79949
32,2022-03-02 22:29:38,71.80072086224013,71.79100090579706,71.81064210349628,71.80072086224013,71.80072086224013,0.0,0.0,0.0,0.0,0.0,0.0,71.80072086224013,71.79978
33,2022-03-02 22:29:39,71.80204353756409,71.7930681269973,71.81123714213453,71.80204353756409,71.80204353756409,0.0,0.0,0.0,0.0,0.0,0.0,71.80204353756409,71.80254000000001
34,2022-03-02 22:29:40,71.80336621288805,71.79218100242025,71.81153111735595,71.80336621288805,71.80336621288805,0.0,0.0,0.0,0.0,0.0,0.0,71.80336621288805,71.80266
35,2022-03-02 22:29:41,71.80468888821201,71.79509467300244,71.81295216463921,71.80468888821201,71.80468888821201,0.0,0.0,0.0,0.0,0.0,0.0,71.80468888821201,71.8034
36,2022-03-02 22:29:42,71.80601156353598,71.79750887596354,71.81639664449946,71.80601156353598,71.80601156353598,0.0,0.0,0.0,0.0,0.0,0.0,71.80601156353598,71.80541
37,2022-03-02 22:29:43,71.80671124232514,71.79609425120344,71.81795628335125,71.80671124232514,71.80671124232514,0.0,0.0,0.0,0.0,0.0,0.0,71.80671124232514,71.80556999999999
38,2022-03-02 22:29:44,71.80741092111428,71.80008930154713,71.81628959058851,71.80741092111428,71.80741092111428,0.0,0.0,0.0,0.0,0.0,0.0,71.80741092111428,71.80611
39,2022-03-02 22:29:45,71.80811059990344,71.79925189770964,71.81671592802954,71.80811059990344,71.80811059990344,0.0,0.0,0.0,0.0,0.0,0.0,71.80811059990344,71.80676
40,2022-03-02 22:29:46,71.80881027869259,71.79810653962322,71.8174411802816,71.80881027869259,71.80881027869259,0.0,0.0,0.0,0.0,0.0,0.0,71.80881027869259,71.80686999999999
41,2022-03-02 22:29:47,71.80950995748177,71.79996222877884,71.81738957077683,71.80950995748177,71.80950995748177,0.0,0.0,0.0,0.0,0.0,0.0,71.80950995748177,71.80807
42,2022-03-02 22:29:48,71.81020963627091,71.80126417957587,71.8197998354307,71.81020963627091,71.81020963627091,0.0,0.0,0.0,0.0,0.0,0.0,71.81020963627091,71.80895
43,2022-03-02 22:29:49,71.81090931506007,71.80273876620926,71.8189420985462,71.81090931506007,71.81090931506007,0.0,0.0,0.0,0.0,0.0,0.0,71.81090931506007,71.81111
44,2022-03-02 22:29:50,71.81160899384922,71.80090466211725,71.82040041252102,71.81160899384922,71.81160899384922,0.0,0.0,0.0,0.0,0.0,0.0,71.81160899384922,71.81114000000001
45,2022-03-02 22:29:51,71.81230867263838,71.80226490136533,71.82032307444017,71.81230867263838,71.81230867263838,0.0,0.0,0.0,0.0,0.0,0.0,71.81230867263838,71.81178
