yhat_lower0,yhat_upper0,yhat_lower2,yhat_upper2,yhat_lower4,yhat_upper4,yhat_lower6,yhat_upper6,yhat_lower8,yhat_upper8,yhat_lower10,yhat_upper10,yhat_lower12,yhat_upper12,yhat_lower14,yhat_upper14,yhat_lower16,yhat_upper16,yhat_lower18,yhat_upper18,yhat_lower20,yhat_upper20,*
-0.28926077757755103,0.26506238716659497,-0.2557858711013102,0.21627220130432767,-0.2403197323297529,0.3367753181404225,-0.15876588175311931,0.17983965725669118,66.67030069390147,69.32973168862436,72.10267025713544,78.2404707790483,60.931534701402505,68.83413719437495,69.67169009429391,75.50415390486334,61.59806834633975,70.56433632284218,57.29953804896554,90.02532810424792,-2.753203145381246e-09,3.665454055900745e-09,*
-0.27711273933280084,0.22455988112445047,-0.2291281018666554,0.21422699351628666,-0.2487240350945852,0.26759822444757514,-0.21705049513496225,0.18008106149340075,66.53295042209383,69.28457942095578,72.11364250183784,78.64269658322233,60.548646804860155,69.5205604092026,69.6350775239345,75.35212855352131,62.284654121874915,69.91354687958652,54.17535252376728,87.50789302622213,-2.5829252408142313e-09,3.3820402769339496e-09,*
-0.2307160057094219,0.2188164660419788,-0.2562888594019328,0.22410460571014867,-0.2281740204634685,0.2476224921507711,-0.17555676295015327,0.2176230121697972,66.7369344274005,69.19824967723243,72.02245855323557,78.21084265670362,61.0210125952388,68.87835049250288,70.13249085705793,75.29023394247699,61.65871434442957,69.38180654045149,55.72580837806383,86.81629731705726,-4.291725265866454e-09,3.0930255941557914e-09,*
-0.2478990764796917,0.2665584270114391,-0.2245763684690696,0.2176391791445503,-0.2621203383766158,0.2660731230540713,-0.15938896637394093,0.17074642911604992,66.31729343930385,69.14092721577464,72.26424577046248,78.91716240407699,60.81379626908257,69.26071363197602,69.35443950188002,75.26264829100454,61.50892594536153,68.96294506066093,54.70253644558002,87.8112179160218,-3.7249533208217977e-09,3.524014121273145e-09,*
-0.26621198770888,0.19848905616668944,-0.2499613232811257,0.22600377469235144,-0.2448035497383029,0.2896114565116427,-0.17442204180556833,0.18551019932223928,66.48396495045834,69.39538193777406,71.73388350048603,78.44223505093109,61.21966349657827,70.14179941798203,70.21712591406705,75.06074538927281,62.077408734600674,69.07077860354528,55.98290834100575,89.6392080832405,-3.5211207291550136e-09,3.430718919884449e-09,*
-0.3029351359287413,0.2110180641617142,-0.28041636410126264,0.2172630479320445,-0.27547396412936515,0.3018420679161821,-0.1634923734823673,0.17476714451694114,66.61347234081568,69.42672210884935,72.75307430881027,77.8395176395348,61.31246968425896,68.90298918236184,69.74109820344911,75.39224439310087,61.98932172321848,69.61191629712651,53.091354686273185,84.96044626995909,-3.3971735234302602e-09,3.1086238247283104e-09,*
-0.2608935865703501,0.1962344103937928,-0.2674220407251417,0.2549331522240492,-0.23843867317166315,0.29613534997593016,-0.1735692767959022,0.16454914326741646,66.44536842523031,69.20009085857153,72.11539252883911,78.52934149520799,61.478755568018244,68.36350312210679,69.82651986631512,75.2969454157267,61.413630986898255,69.66061792654007,53.963766012242225,85.78850051503584,-2.848094652242072e-09,3.173847896023285e-09,*
-0.2633773672383309,0.2775221986369671,-0.25623332326751364,0.28459486258266337,-0.2670600334653874,0.27156580810287245,-0.16983128884770202,0.17330555560237587,66.56561773745004,69.19603707570771,71.73808718102006,78.91500459648536,60.595362265925075,68.76117254725618,70.17796515220972,75.57725990495729,62.096637676380446,69.59569360512113,56.479593332525795,86.20463122216844,-3.1257063086866385e-09,3.4153871803063525e-09,*
-0.2590322784367921,0.25069041596705066,-0.26261669809525423,0.2002900935449053,-0.26682290743650705,0.27430276700261896,-0.15655469734579952,0.1617648225840977,66.4836704338485,69.21633820592214,72.17008129711353,78.58979697445051,61.12437965335024,68.94673504274024,70.01761079569084,74.98531170319066,60.013049324223765,69.32232566757328,55.009284699441395,86.37702694843306,-2.9790397428892866e-09,3.857028598652105e-09,*
-0.2319223243020712,0.2279347927427674,-0.2420733731533317,0.17517384119198126,-0.21886828637126265,0.2876496968747499,-0.14987920880539293,0.15440908379856008,66.55094679486507,69.35092270284792,71.67025227721737,78.20826940974831,60.640491580319825,68.85774873865867,70.3335197402649,75.17243342953167,61.62564445408403,69.26166795195671,56.486449912447604,88.59102278322986,-3.225345439098649e-09,2.759055410406623e-09,*
-0.2984398731371081,0.2392849223614321,-0.21630112377409166,0.2846206168687348,-0.2420170872504641,0.33259538784590137,-0.16579889824359675,0.1811207809158248,66.77891725162301,69.31462807699971,72.22834493211295,78.19776784458148,61.08297831179925,68.48530740225755,69.61932907931507,75.49035088744354,61.58885323951196,69.79257935101913,57.68259514393391,87.84651551469484,-3.137608029624119e-09,3.368404546420251e-09,*
-0.23554969288073754,0.232086039868365,-0.248584383451392,0.19413168458837649,-0.2565669142630167,0.28728149785128354,-0.21877759743161512,0.14311059447640298,66.64419537656046,69.32368640708495,72.42381582094046,78.76803154852495,61.22064780343366,68.53911047778297,69.99809389607701,75.45865065951958,62.07696276181515,70.77027405935223,56.86960868838999,89.39996852885983,-2.856759671874545e-09,3.328954733018784e-09,*
-0.2311639615116442,0.1977655613181284,-0.2516657005359262,0.3105322775121752,-0.2919368105895024,0.26162230886289384,-0.19894926577845706,0.15720845011839454,66.46085966520768,69.32602859845454,72.29926278477157,78.65948446893367,61.15726178641726,68.73671035179221,70.05767566668415,75.63080354946737,61.96133046342936,69.00191266978621,55.491183471895006,88.0562629473873,-3.079611274876371e-09,2.8285395358138948e-09,*
-0.24259520991431016,0.2425243932324673,-0.26826533785338463,0.21650039628193665,-0.2623941157447951,0.25241056008023643,-0.16911773037358493,0.16829135555292038,66.56928807988794,69.23134553482579,72.30571372477272,78.48578401195259,60.25677219184702,68.40396804062321,69.94838585567511,75.85132814690179,61.44694601559031,69.32130353550443,56.382485169430026,87.29872639664573,-3.0638712958873594e-09,3.26611306175748e-09,*
-0.2330122833722872,0.229443720475659,-0.2677874671418022,0.2455315741580603,-0.30315642920043523,0.2853908895579564,-0.16491163852717067,0.18488672528836345,66.43256708179254,69.5028638070614,72.49185617754513,78.15664325183934,61.45816101255458,68.53644269585071,70.02868899696277,75.64964107017931,60.372213751096226,68.96403943302064,59.6605520386651,87.42390881463331,-2.8932328180096662e-09,3.290234566792555e-09,*
-0.2449014701153373,0.2629624245282021,-0.23356716090088345,0.21201496102881429,-0.2582615529494789,0.2673165501944084,-0.17710980137197632,0.18232480878591148,66.61720529695386,69.4270900588667,71.26957033907006,78.09117448838657,60.67601773677533,69.3659613683225,70.0751518732721,75.49238009854534,62.17245087992441,69.65505045510099,58.08167323238128,87.61009031988493,-2.8624993611551197e-09,3.75761855178724e-09,*
